epoch,step,task_3/learning_curve/train/acc,task_3/learning_curve/train/loss_cls,task_3/learning_curve/val/acc,task_3/learning_curve/val/loss_cls,task_3/train/acc,task_3/train/acc_batch,task_3/train/loss,task_3/train/loss_batch,task_3/train/loss_cls,task_3/train/loss_cls_batch,task_4/learning_curve/train/acc,task_4/learning_curve/train/loss_cls,task_4/learning_curve/val/acc,task_4/learning_curve/val/loss_cls,task_4/train/acc,task_4/train/acc_batch,task_4/train/loss,task_4/train/loss_batch,task_4/train/loss_cls,task_4/train/loss_cls_batch
0,339,,,,,0.8417049646377563,0.953125,0.5687613487243652,0.17276108264923096,0.516956090927124,0.12168648093938828,,,,,,,,,,
0,359,,,,,0.8470051884651184,0.9375,0.5524053573608398,0.282444030046463,0.5006402730941772,0.2313680201768875,,,,,,,,,,
0,379,,,,,0.8511102199554443,0.921875,0.5386279821395874,0.2661515772342682,0.4868990480899811,0.21507328748703003,,,,,,,,,,
0,399,,,,,0.8548632860183716,0.9296875,0.5257871150970459,0.2648469805717468,0.47409144043922424,0.21379734575748444,,,,,,,,,,
0,419,,,,,0.8589657545089722,0.9921875,0.5129014849662781,0.15208043158054352,0.4612365663051605,0.10104260593652725,,,,,,,,,,
0,420,,,0.895203173160553,0.3168207108974457,,,,,,,,,,,,,,,,
0,420,0.8591523170471191,0.46064886450767517,,,,,,,,,,,,,,,,,,
1,439,,,,,0.9148848652839661,0.9296875,0.4087286591529846,0.3276236057281494,0.3576909005641937,0.2763810157775879,,,,,,,,,,
1,459,,,,,0.9274839758872986,0.9609375,0.32756486535072327,0.20344263315200806,0.2764592468738556,0.1523268222808838,,,,,,,,,,
1,479,,,,,0.9310116767883301,0.9296875,0.299601286649704,0.22590504586696625,0.24850164353847504,0.17484301328659058,,,,,,,,,,
1,499,,,,,0.9344343543052673,0.921875,0.2844710648059845,0.31445181369781494,0.23338422179222107,0.2634136974811554,,,,,,,,,,
1,519,,,,,0.9377367496490479,0.9375,0.2755202353000641,0.2886195480823517,0.22444620728492737,0.23759816586971283,,,,,,,,,,
1,539,,,,,0.9395352005958557,0.96875,0.26629894971847534,0.1643650233745575,0.21523629128932953,0.11337138712406158,,,,,,,,,,
1,559,,,,,0.9406474828720093,0.984375,0.2600760757923126,0.14882980287075043,0.20902498066425323,0.09785200655460358,,,,,,,,,,
1,579,,,,,0.9421187043190002,0.96875,0.25410133600234985,0.17135538160800934,0.20306098461151123,0.1204143613576889,,,,,,,,,,
1,599,,,,,0.9429119825363159,0.953125,0.2507774829864502,0.17904877662658691,0.19975870847702026,0.12830062210559845,,,,,,,,,,
1,619,,,,,0.9437421560287476,0.96875,0.24600248038768768,0.20555442571640015,0.19501328468322754,0.15483732521533966,,,,,,,,,,
1,639,,,,,0.9443849921226501,0.9609375,0.2420061081647873,0.172801211476326,0.19104352593421936,0.12210208922624588,,,,,,,,,,
1,659,,,,,0.9444299340248108,0.9609375,0.24038241803646088,0.19326342642307281,0.1894436478614807,0.14257800579071045,,,,,,,,,,
1,679,,,,,0.9446187019348145,0.96875,0.2401578724384308,0.1822604238986969,0.1892392486333847,0.13159051537513733,,,,,,,,,,
1,699,,,,,0.9449764490127563,0.9375,0.23878583312034607,0.24669665098190308,0.18788602948188782,0.19602616131305695,,,,,,,,,,
1,719,,,,,0.9455738067626953,0.96875,0.23656874895095825,0.16279646754264832,0.18568585813045502,0.1121663823723793,,,,,,,,,,
1,739,,,,,0.9458268284797668,0.953125,0.23473869264125824,0.21601320803165436,0.18387168645858765,0.1653653383255005,,,,,,,,,,
1,759,,,,,0.9465569853782654,0.96875,0.23196859657764435,0.1623205542564392,0.18111512064933777,0.1117042601108551,,,,,,,,,,
1,779,,,,,0.9468575716018677,0.9453125,0.23028425872325897,0.18720191717147827,0.17944374680519104,0.136583611369133,,,,,,,,,,
1,799,,,,,0.9474150538444519,0.9609375,0.22849726676940918,0.21158643066883087,0.1776694506406784,0.16099707782268524,,,,,,,,,,
1,819,,,,,0.9481516480445862,0.96875,0.22660861909389496,0.20106269419193268,0.1757931411266327,0.15047912299633026,,,,,,,,,,
1,839,,,,,0.948724627494812,0.9765625,0.2242926061153412,0.1465383917093277,0.17348957061767578,0.09600470960140228,,,,,,,,,,
1,841,,,0.9226307272911072,0.24060557782649994,,,,,,,,,,,,,,,,
1,841,0.948727011680603,0.1732204705476761,,,,,,,,,,,,,,,,,,
0,19,,,,,,,,,,,,,,,0.24140624701976776,0.4140625,2.190218687057495,1.9235901832580566,2.137293577194214,1.8706459999084473
0,39,,,,,,,,,,,,,,,0.40117186307907104,0.71875,1.8448330163955688,1.1469323635101318,1.7918522357940674,1.0935893058776855
0,59,,,,,,,,,,,,,,,0.5101562738418579,0.8046875,1.5292831659317017,0.7027187943458557,1.4760493040084839,0.6486939191818237
0,79,,,,,,,,,,,,,,,0.582226574420929,0.8046875,1.3152414560317993,0.6500866413116455,1.2617738246917725,0.5958696007728577
0,99,,,,,,,,,,,,,,,0.6307031512260437,0.875,1.1735341548919678,0.4493127763271332,1.1199265718460083,0.39523714780807495
0,119,,,,,,,,,,,,,,,0.6698567867279053,0.890625,1.0608500242233276,0.41262778639793396,1.007201910018921,0.3589893877506256
0,139,,,,,,,,,,,,,,,0.6976562738418579,0.875,0.9805848002433777,0.4799564778804779,0.9269554018974304,0.42648857831954956
0,159,,,,,,,,,,,,,,,0.720654308795929,0.8984375,0.9159476161003113,0.4946712851524353,0.8623418807983398,0.441241979598999
0,179,,,,,,,,,,,,,,,0.7385850548744202,0.8515625,0.8612744808197021,0.48021185398101807,0.8076892495155334,0.4267989993095398
0,199,,,,,,,,,,,,,,,0.7547265887260437,0.875,0.8148857951164246,0.47060754895210266,0.761318027973175,0.41719961166381836
0,219,,,,,,,,,,,,,,,0.7676491737365723,0.9140625,0.778163492679596,0.4517081081867218,0.7246100902557373,0.39831045269966125
0,239,,,,,,,,,,,,,,,0.7789062261581421,0.90625,0.747012734413147,0.4648047387599945,0.6934732794761658,0.41142502427101135
0,259,,,,,,,,,,,,,,,0.7882512211799622,0.8984375,0.7180038690567017,0.42488980293273926,0.6644768118858337,0.371512770652771
0,279,,,,,,,,,,,,,,,0.796875,0.9375,0.6936084032058716,0.38252729177474976,0.6400924324989319,0.32915565371513367
0,299,,,,,,,,,,,,,,,0.8045312762260437,0.890625,0.6701235175132751,0.40456873178482056,0.6166175603866577,0.35119980573654175
0,319,,,,,,,,,,,,,,,0.811694324016571,0.953125,0.6481680870056152,0.28114402294158936,0.5946706533432007,0.22777289152145386
0,339,,,,,,,,,,,,,,,0.8181295990943909,0.90625,0.6288798451423645,0.29957690834999084,0.5753899812698364,0.2462085485458374
0,359,,,,,,,,,,,,,,,0.8242621421813965,0.8828125,0.6103408932685852,0.38007399439811707,0.5568580031394958,0.32670721411705017
0,379,,,,,,,,,,,,,,,0.8300575613975525,0.9765625,0.5933558344841003,0.18496841192245483,0.5398789644241333,0.1316022425889969
0,399,,,,,,,,,,,,,,,0.8345702886581421,0.9609375,0.5785769820213318,0.22101657092571259,0.5251055359840393,0.16765056550502777
0,419,,,,,,,,,,,,,,,0.839248538017273,0.9140625,0.5648925304412842,0.37832245230674744,0.5114261507987976,0.3249565064907074
0,420,,,,,,,,,,,,,0.8926749229431152,0.33379092812538147,,,,,,
0,420,,,,,,,,,,,0.8394447565078735,0.5106717348098755,,,,,,,,
1,439,,,,,,,,,,,,,,,0.8708881735801697,0.9296875,0.4683641195297241,0.25402966141700745,0.41501495242118835,0.2001662403345108
1,459,,,,,,,,,,,,,,,0.9002403616905212,0.9375,0.3824133574962616,0.2304261475801468,0.3288520574569702,0.17674502730369568
1,479,,,,,,,,,,,,,,,0.9123411178588867,0.9453125,0.34200817346572876,0.24740123748779297,0.28843510150909424,0.19387857615947723
1,499,,,,,,,,,,,,,,,0.9195016026496887,0.921875,0.3237151503562927,0.26740530133247375,0.27016985416412354,0.21398693323135376
1,519,,,,,,,,,,,,,,,0.9247159361839294,0.9609375,0.3071935176849365,0.19209904968738556,0.25367969274520874,0.1387246549129486
1,539,,,,,,,,,,,,,,,0.9264049530029297,0.9765625,0.2988176643848419,0.2392633855342865,0.24532870948314667,0.18590369820594788
1,559,,,,,,,,,,,,,,,0.9299123287200928,0.921875,0.2876620888710022,0.30041542649269104,0.23419225215911865,0.24706131219863892
1,579,,,,,,,,,,,,,,,0.9315055012702942,0.953125,0.28174087405204773,0.2849085032939911,0.22828549146652222,0.2315526306629181
1,599,,,,,,,,,,,,,,,0.9316079020500183,0.9296875,0.27949589490890503,0.23970434069633484,0.22605161368846893,0.18634754419326782
1,619,,,,,,,,,,,,,,,0.9332993030548096,0.96875,0.27335596084594727,0.13587111234664917,0.21992170810699463,0.08256614208221436
1,639,,,,,,,,,,,,,,,0.9343250393867493,0.9609375,0.2714621424674988,0.2653017044067383,0.2180626541376114,0.21241381764411926
1,659,,,,,,,,,,,,,,,0.9349176287651062,0.953125,0.2686137557029724,0.264231413602829,0.21525783836841583,0.2113526314496994
1,679,,,,,,,,,,,,,,,0.9359616041183472,0.9375,0.26615047454833984,0.2641192078590393,0.21283136308193207,0.21123918890953064
1,699,,,,,,,,,,,,,,,0.936911940574646,0.96875,0.2636433243751526,0.13545577228069305,0.21035557985305786,0.08257361501455307
1,719,,,,,,,,,,,,,,,0.9382054805755615,0.921875,0.2592737078666687,0.23362359404563904,0.20601311326026917,0.18074029684066772
1,739,,,,,,,,,,,,,,,0.9392388463020325,0.96875,0.2564477324485779,0.19879448413848877,0.2032107412815094,0.14591073989868164
1,759,,,,,,,,,,,,,,,0.9399428367614746,0.9609375,0.2536819279193878,0.22429226338863373,0.20046576857566833,0.17140860855579376
1,779,,,,,,,,,,,,,,,0.9404813647270203,0.9765625,0.2517230808734894,0.173061341047287,0.1985255628824234,0.12017809599637985
1,799,,,,,,,,,,,,,,,0.9410455226898193,0.921875,0.2508552074432373,0.43215495347976685,0.1976742148399353,0.37927183508872986
1,819,,,,,,,,,,,,,,,0.9419251084327698,0.96875,0.24872998893260956,0.13705627620220184,0.19556394219398499,0.08417331427335739
1,839,,,,,,,,,,,,,,,0.9423292279243469,0.9453125,0.24697110056877136,0.2248445600271225,0.19381855428218842,0.17196205258369446
1,841,,,,,,,,,,,,,0.9203171730041504,0.2560849189758301,,,,,,
1,841,,,,,,,,,,,0.942473292350769,0.19336631894111633,,,,,,,,
