epoch,step,task_3/learning_curve/train/acc,task_3/learning_curve/train/loss_cls,task_3/learning_curve/val/acc,task_3/learning_curve/val/loss_cls,task_3/train/acc,task_3/train/acc_batch,task_3/train/loss,task_3/train/loss_batch,task_3/train/loss_cls,task_3/train/loss_cls_batch,task_4/learning_curve/train/acc,task_4/learning_curve/train/loss_cls,task_4/learning_curve/val/acc,task_4/learning_curve/val/loss_cls,task_4/train/acc,task_4/train/acc_batch,task_4/train/loss,task_4/train/loss_batch,task_4/train/loss_cls,task_4/train/loss_cls_batch
1,519,,,,,,,,,,,,,,,0.48161301016807556,0.5703125,2.141963005065918,2.1034603118896484,2.141963005065918,2.1034603118896484
1,539,,,,,,,,,,,,,,,0.48266807198524475,0.5078125,2.138497829437256,2.123148202896118,2.138497829437256,2.123148202896118
1,559,,,,,,,,,,,,,,,0.4863983690738678,0.5234375,2.1351330280303955,2.0940990447998047,2.1351330280303955,2.0940990447998047
1,579,,,,,,,,,,,,,,,0.4884040951728821,0.5,2.131394147872925,2.0839927196502686,2.131394147872925,2.0839927196502686
1,599,,,,,,,,,,,,,,,0.4883030652999878,0.5390625,2.128465414047241,2.076984167098999,2.128465414047241,2.076984167098999
1,619,,,,,,,,,,,,,,,0.48720163106918335,0.4765625,2.1258108615875244,2.086127996444702,2.1258108615875244,2.086127996444702
1,639,,,,,,,,,,,,,,,0.48829910159111023,0.453125,2.1221542358398438,2.095153570175171,2.1221542358398438,2.095153570175171
1,659,,,,,,,,,,,,,,,0.48816683888435364,0.4140625,2.1191890239715576,2.0964150428771973,2.1191890239715576,2.0964150428771973
1,679,,,,,,,,,,,,,,,0.48880910873413086,0.5,2.116366386413574,2.0814309120178223,2.116366386413574,2.0814309120178223
1,699,,,,,,,,,,,,,,,0.49056339263916016,0.5,2.113150119781494,2.054408311843872,2.113150119781494,2.054408311843872
1,719,,,,,,,,,,,,,,,0.49210911989212036,0.578125,2.109694004058838,2.0404133796691895,2.109694004058838,2.0404133796691895
1,739,,,,,,,,,,,,,,,0.49189361929893494,0.5,2.1069419384002686,2.050861358642578,2.1069419384002686,2.050861358642578
1,759,,,,,,,,,,,,,,,0.49244099855422974,0.515625,2.1042354106903076,2.0580027103424072,2.1042354106903076,2.0580027103424072
1,779,,,,,,,,,,,,,,,0.49301445484161377,0.4765625,2.1012020111083984,2.0583817958831787,2.1012020111083984,2.0583817958831787
1,799,,,,,,,,,,,,,,,0.4945168197154999,0.578125,2.09795880317688,2.030179977416992,2.09795880317688,2.030179977416992
1,819,,,,,,,,,,,,,,,0.4957902431488037,0.5390625,2.095038890838623,2.020893096923828,2.095038890838623,2.020893096923828
1,839,,,,,,,,,,,,,,,0.496587872505188,0.546875,2.0921733379364014,2.003737211227417,2.0921733379364014,2.003737211227417
1,841,,,,,,,,,,,,,0.481817364692688,2.1000030040740967,,,,,,
1,841,,,,,,,,,,,0.4966411888599396,2.091825485229492,,,,,,,,
